Classifications	Treatments	etrait	Annotation for etraita	eQTL	Lead_SNPb	P-valuec	eQTL_Typed	Candidate gene in eQTL region	Annotation for candidate genea
Dynamic distant-eQTLs	WS1	Zm00001d041679	UDP-D-apiose/UDP-D-xylose synthase 2	8:136501730~136509947	8_136508724	3.3085999999999999E-7	D	Zm00001d011004,Zm00001d011005,Zm00001d011006	"Serine/arginine-rich splicing factor RS2Z32,""Serine/arginine-rich splicing factor RS2Z32"",""ABC transporter G family member 6"""
Dynamic distant-eQTLs	WS2	Zm00001d030014	Tobamovirus multiplication protein 2A	9:16078432~16078437	9_16078437	3.3088000000000001E-7	D	Zm00001d045206	 Caffeoyl CoA O-methyltransferase2
Dynamic distant-eQTLs	WS1	Zm00001d027347	Bifunctional fucokinase/fucose pyrophosphorylase	1:4842650~4845511	1_4842650	3.3089000000000002E-7	D	Zm00001d027416	Oxygen-independent coproporphyrinogen III oxidase- like protein sll1917  
Dynamic distant-eQTLs	WS1	Zm00001d010213	RNA recognition motif-containing protein  	7:133594752~133609322	7_133596654	3.3089000000000002E-7	D	Zm00001d020810	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Dynamic distant-eQTLs	WW	Zm00001d002847	(+)-neomenthol dehydrogenase	6:127636538~127642099	6_127641072	3.3089999999999998E-7	D	Zm00001d037509	/
Dynamic distant-eQTLs	WS2	Zm00001d031444	IRK-interacting protein	10:143367044~143380840	10_143379381	3.3089999999999998E-7	D	Zm00001d026311,Zm00001d026312,Zm00001d026313	"NAD(P)-binding Rossmann-fold superfamily protein,""Gamma-soluble NSF attachment protein"",""/"""
Dynamic distant-eQTLs	WS2	Zm00001d041741	Cytochrome P450 71D7	4:243045159~243049292	4_243045363	3.3090999999999999E-7	D	Zm00001d053889	 cycloartenol synthase1
Dynamic distant-eQTLs	WS2	Zm00001d045838	Putative lectin-like receptor protein kinase family protein  	9:43766826~43769882	9_43768645	3.3090999999999999E-7	D	Zm00001d045853	Putative DUF1618 domain containing family protein 
Dynamic distant-eQTLs	WS2	Zm00001d049023	/	4:13608311~13614972	4_13608892	3.3097000000000001E-7	D	/	/
Dynamic distant-eQTLs	WW	Zm00001d044350	Aluminum-activated malate transporter 9	9:41792401~41800642	9_41794077	3.3102000000000001E-7	D	Zm00001d045825	/
Dynamic distant-eQTLs	WS1	Zm00001d007569	L-ascorbate peroxidase 2 cytosolic	2:225140451~225144568	2_225144488	3.3103999999999998E-7	D	Zm00001d007226,Zm00001d007225	"/,""ARM repeat superfamily protein"""
Dynamic distant-eQTLs	WW	Zm00001d021200	3-ketoacyl-CoA synthase  	2:4629848~4629982	2_4629848	3.3111E-7	D	Zm00001d002025	AP2-like ethylene-responsive transcription factor AIL5
Dynamic distant-eQTLs	WW	Zm00001d018830	BURP domain protein RD22	7:4248109~4248207	7_4248109	3.3115E-7	D	Zm00001d018752	Leucine-rich repeat receptor-like serine/threonine- protein kinase BAM1
Dynamic distant-eQTLs	WS2	Zm00001d041498	/	3:125124987~125125825	3_125125575	3.3117000000000002E-7	D	Zm00001d041514	/
Dynamic distant-eQTLs	WS2	Zm00001d008736	Monothiol glutaredoxin-S15 mitochondrial	8:18880109~18880934	8_18880109	3.3127999999999999E-7	D	Zm00001d008748	Putative DUF1767 domain containing protein  
Dynamic distant-eQTLs	WS2	Zm00001d028467	/	3:184713321~184713735	3_184713321	3.3136999999999998E-7	D	Zm00001d042950	Lung seven transmembrane receptor family protein
Dynamic distant-eQTLs	WS2	Zm00001d043289	/	3:191439448~191439579	3_191439574	3.3143E-7	D	Zm00001d043202	Serine/threonine-protein kinase WNK (With No Lysine)-related
Dynamic distant-eQTLs	WS2	Zm00001d028358	Anaphase-promoting complex subunit 6	6:168518131~168518270	6_168518270	3.3145999999999998E-7	D	Zm00001d039000	HSP40/DnaJ peptide-binding protein
Dynamic distant-eQTLs	WS1	Zm00001d009510	Eukaryotic aspartyl protease family protein	1:278528526~278528874	1_278528526	3.3145999999999998E-7	D	Zm00001d033916	Pentatricopeptide repeat-containing protein 
Dynamic distant-eQTLs	WW	Zm00001d003161	OSJNBa0067K08.20 protein;  protein	9:71617965~71625556	9_71618391	3.3148E-7	D	/	/
Dynamic distant-eQTLs	WS1	Zm00001d036152	/	6:5904838~5904867	6_5904838	3.3155999999999999E-7	D	Zm00001d035115	 multidrug and toxic compound extrusion1
Dynamic distant-eQTLs	WW	Zm00001d020184	protein kinase-related	4:245162504~245166011	4_245165957	3.3164999999999998E-7	D	Zm00001d054013	RNA polymerase I subunit 43
Dynamic distant-eQTLs	WW	Zm00001d013150	Protein JASON	1:159877541~159885957	1_159884259	3.3168000000000002E-7	D	Zm00001d030790,Zm00001d030791	"Probable galacturonosyltransferase 13,""Heparanase-like protein 1"""
Dynamic distant-eQTLs	WW	Zm00001d041054	SAM domain family protein  	3:79460192~79464101	3_79462536	3.3178999999999998E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d010162	Histone deacetylase 8	8:144495151~144495262	8_144495262	3.3181E-7	D	/	/
Dynamic distant-eQTLs	WS1	Zm00001d050557	chaperone protein dnaJ-related	3:71578536~71585960	3_71581652	3.3182999999999997E-7	D	Zm00001d040850	Shikimate biosynthesis protein aroDE  
Dynamic distant-eQTLs	WW	Zm00001d030138	Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	1:109029602~109029672	1_109029672	3.3185E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d043923	PAN domain-containing protein 	1:4136873~4136878	1_4136873	3.3187999999999998E-7	D	/	/
Dynamic distant-eQTLs	WS1	Zm00001d011041	UPA23	8:128526672~128530069	8_128530020	3.3199E-7	D	Zm00001d010808	ER lumen protein retaining receptor  
Dynamic distant-eQTLs	WW	Zm00001d003890	/	1:297745358~297746239	1_297745358	3.3201000000000002E-7	D	Zm00001d034608	Protein kinase superfamily protein
Dynamic distant-eQTLs	WS2	Zm00001d017863	Protein-tyrosine-phosphatase IBR5	5:209138857~209139750	5_209139587	3.3206999999999998E-7	D	Zm00001d017866	Aspartyl protease AED1
Dynamic distant-eQTLs	WS1	Zm00001d033708	mRNA cap guanine-N7 methyltransferase  	5:68324895~68329027	5_68328975	3.3210999999999997E-7	D	/	/
Dynamic distant-eQTLs	WW	Zm00001d049960	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase	4:148971252~148971852	4_148971852	3.3215000000000002E-7	D	/	/
Dynamic distant-eQTLs	WW	Zm00001d035456	/	6:9899041~9909432	6_9906019	3.3215000000000002E-7	D	Zm00001d035206,Zm00001d035207,Zm00001d035208	"ATP binding protein  ,""Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:B4FY94]"",""BTB/POZ domain-containing protein """
Dynamic distant-eQTLs	WS1	Zm00001d023571	Polyadenylate-binding protein-interacting protein 10	6:18835405~18839963	6_18836138	3.3215999999999998E-7	D	Zm00001d035270	Sterile alpha motif (SAM) domain-containing protein
Dynamic distant-eQTLs	WS1	Zm00001d000665	/	4:37703788~37711606	4_37708152	3.3221999999999999E-7	D	Zm00001d049616,Zm00001d049617	"Glycerol-3-phosphate acyltransferase 1,""Galactosyltransferase family protein  """
Dynamic distant-eQTLs	WS2	Zm00001d020139	Cysteine desulfurase mitochondrial	7:33331103~33331190	7_33331183	3.3227E-7	D	Zm00001d019430	S-adenosylmethionine carrier 1 chloroplastic/mitochondrial
Dynamic distant-eQTLs	WS1	Zm00001d047005	DUF241 domain protein	8:158517945~158527296	8_158527296	3.3237E-7	D	Zm00001d011681,Zm00001d011680	"/,""RNA polymerase II transcriptional coactivator KELP"""
Dynamic distant-eQTLs	WS1	Zm00001d028707	/	8:179415345~179416155	8_179415345	3.3238999999999997E-7	D	Zm00001d012729	Protein NUCLEAR FUSION DEFECTIVE 6 chloroplastic/mitochondrial
Dynamic distant-eQTLs	WS2	Zm00001d013240	OsWRKY4 - Superfamily of TFs having WRKY and zinc finger domains	5:6895696~6907368	5_6900576	3.3244999999999999E-7	D	Zm00001d013241	/
Dynamic distant-eQTLs	WS2	Zm00001d036530	/	4:208941006~208943110	4_208941334	3.3257000000000002E-7	D	/	/
Dynamic distant-eQTLs	WW	Zm00001d004559	Leucine-rich repeat protein kinase family protein	2:117607993~117611887	2_117607993	3.326E-7	D	/	/
Dynamic distant-eQTLs	WW	Zm00001d017037	PTB domain-containing engulfment adapter protein 1 isoform 1	2:65311362~65314095	2_65311362	3.3262999999999998E-7	D	/	/
Dynamic distant-eQTLs	WS1	Zm00001d048202	Putative bifunctional inhibitor/LTP/seed storage protein family  	9:149344144~149346461	9_149344144	3.3266000000000002E-7	D	Zm00001d048070	Putative leucine-rich repeat protein kinase family protein  
Dynamic distant-eQTLs	WW	Zm00001d029580	3-oxo-Delta(45)-steroid 5-beta-reductase	1:94474977~94479199	1_94474997	3.3266999999999997E-7	D	Zm00001d029921,Zm00001d029922	"QWRF motif-containing protein 7,""Flavin-containing monooxygenase FMO GS-OX5"""
Dynamic distant-eQTLs	WW	Zm00001d010452	Nudix hydrolase 11	8:62299628~62299754	8_62299628	3.3283E-7	D	Zm00001d009397	Vacuolar cation/proton exchanger 3
Dynamic distant-eQTLs	WS2	Zm00001d019006	Mannosyl-oligosaccharide 12-alpha-mannosidase MNS1	10:142131848~142134527	10_142132165	3.3285999999999998E-7	D	Zm00001d026254	60S ribosomal protein L7-2
Dynamic distant-eQTLs	WW	Zm00001d026194	SNARE associated Golgi protein family	10:139926252~139926319	10_139926316	3.3299999999999998E-7	D	Zm00001d026154	Glutathione peroxidase  
Dynamic distant-eQTLs	WS1	Zm00001d031525	Oligouridylate-binding protein 1C	1:251932107~251932202	1_251932202	3.3313000000000002E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d036951	 glutathione transferase19	3:171057960~171058040	3_171057960	3.3322000000000002E-7	D	Zm00001d042535	selenoprotein family protein
Dynamic distant-eQTLs	WS1	Zm00001d017933	/	8:84432415~84442897	8_84441289	3.3341000000000002E-7	D	Zm00001d009837	RING/U-box superfamily protein
Dynamic distant-eQTLs	WS2	Zm00001d046311	/	9:92525517~92526068	9_92526068	3.3341999999999998E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d010884	CRM-domain containing factor CFM3A chloroplastic/mitochondrial	8:121528251~121528836	8_121528251	3.3342999999999999E-7	D	Zm00001d010601	Cation/H(+) antiporter 24
Dynamic distant-eQTLs	WW	Zm00001d052845	P-loop containing nucleoside triphosphate hydrolases superfamily protein	4:202585272~202587852	4_202586403	3.3345000000000001E-7	D	Zm00001d052851	Peroxisome biogenesis protein 5
Dynamic distant-eQTLs	WS2	Zm00001d010578	Protein kinase superfamily protein	8:121139607~121143493	8_121141730	3.3347999999999999E-7	D	Zm00001d010589	Putative RING zinc finger domain superfamily protein  
Dynamic distant-eQTLs	WS2	Zm00001d019696	 cyclin10	7:92114122~92119619	7_92118609	3.3351000000000003E-7	D	Zm00001d020102	Ras-related protein RABA6a
Dynamic distant-eQTLs	WS1	Zm00001d002876	Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain	10:119056897~119068093	10_119057035	3.3355999999999998E-7	D	Zm00001d025452,Zm00001d025453	"OSJNBa0006B20.20 protein;  protein,""Protein TIC 40 chloroplastic"""
Dynamic distant-eQTLs	WS2	Zm00001d006845	Exportin-T	5:144538834~144549715	5_144547084	3.3363E-7	D	Zm00001d016100	Rhodanese-like domain-containing protein 4 chloroplastic
Dynamic distant-eQTLs	WS1	Zm00001d033607	Protein yippee-like  	10:140677946~140687476	10_140679936	3.3365000000000003E-7	D	Zm00001d026192,Zm00001d026193,Zm00001d026194	"/,""Putative WEB family protein  chloroplastic"",""SNARE associated Golgi protein family"""
Dynamic distant-eQTLs	WS1	Zm00001d052929	Sialyltransferase-like protein 1	4:223017454~223046965	4_223029816	3.3378000000000001E-7	D	Zm00001d053262	calcium-dependent lipid-binding family protein
Dynamic distant-eQTLs	WW	Zm00001d049184	Alpha-ketoglutarate-dependent dioxygenase alkB	4:23830049~23830198	4_23830049	3.3384999999999999E-7	D	Zm00001d049269	RNA polymerase II C-terminal domain phosphatase- like 3
Dynamic distant-eQTLs	WW	Zm00001d028837	Anaphase-promoting complex subunit 11  	1:47789394~47792810	1_47790914	3.3405E-7	D	Zm00001d028826,Zm00001d028827	"COBRA-like protein 7,""Exonuclease DPD1 chloroplastic/mitochondrial"""
Dynamic distant-eQTLs	WS1	Zm00001d011174	 senescence enhanced2a	8:139736310~139736406	8_139736367	3.3411000000000002E-7	D	Zm00001d011124,Zm00001d008105	"4Fe-4S binding domain containing protein expressed,""/"""
Dynamic distant-eQTLs	WS2	Zm00001d025353	sec23/sec24 transport family protein	10:95794209~95809771	10_95809012	3.3415000000000001E-7	D	Zm00001d023144,Zm00001d024937,Zm00001d024936	"/,""OSJNBa0089E12.13 protein;  protein"",""Fatty acid amide hydrolase"""
Dynamic distant-eQTLs	WS2	Zm00001d043119	Protein RETICULATA-RELATED 3 chloroplastic	3:189969958~189971323	3_189970672	3.3417999999999999E-7	D	Zm00001d043135	Histone-lysine N-methyltransferase H3 lysine-9 specific SUVH3
Dynamic distant-eQTLs	WS2	Zm00001d012593	myosin heavy chain-related	4:202869469~202873829	4_202870281	3.3419E-7	D	Zm00001d052864,Zm00001d026980,Zm00001d052865	"Fasciclin-like arabinogalactan protein 7,""/"",""Ribosomal protein L9/RNase H1"""
Dynamic distant-eQTLs	WW	Zm00001d028493	/	1:37166806~37167078	1_37166822	3.3421000000000003E-7	D	Zm00001d028495	Putative dynamin-related protein 4A
Dynamic distant-eQTLs	WS1	Zm00001d011719	/	8:128626169~128626620	8_128626169	3.3423E-7	D	/	/
Dynamic distant-eQTLs	WW	Zm00001d035159	/	9:41793876~41800876	9_41796445	3.3424000000000001E-7	D	Zm00001d045825	/
Dynamic distant-eQTLs	WS2	Zm00001d036212	/	2:223379332~223379362	2_223379362	3.3424000000000001E-7	D	Zm00001d007153	Hypoxia-responsive family protein
Dynamic distant-eQTLs	WS2	Zm00001d001183	/	7:105849788~105851681	7_105851681	3.3424000000000001E-7	D	Zm00001d020315	/
Dynamic distant-eQTLs	WS1	Zm00001d040197	/	3:36892036~36898442	3_36895583	3.3425000000000002E-7	D	Zm00001d040304,Zm00001d040305	"/,""Serine/threonine-protein kinase RUNKEL"""
Dynamic distant-eQTLs	WS2	Zm00001d008091	/	8:136174894~136185522	8_136181372	3.3434000000000001E-7	D	Zm00001d010995,Zm00001d010996,Zm00001d010997	"Thylakoid membrane protein TERC chloroplastic,""/"","" protein; Unknow protein"""
Dynamic distant-eQTLs	WS2	Zm00001d044657	ENTH/VHS family protein	3:234157033~234159102	3_234157033	3.3440999999999999E-7	D	Zm00001d044656	Leucine-rich repeat protein kinase family protein
Dynamic distant-eQTLs	WS2	Zm00001d030014	Tobamovirus multiplication protein 2A	1:124329900~124330018	1_124330017	3.3451E-7	D	Zm00001d030347	Alcohol dehydrogenase-like 3
Dynamic distant-eQTLs	WS1	Zm00001d042739	Anthocyanidin 3-O-glucosyltransferase  	3:180895065~180895377	3_180895091	3.3452000000000001E-7	D	Zm00001d042811	Nematode resistance protein-like HSPRO2
Dynamic distant-eQTLs	WS2	Zm00001d033632	ARM repeat superfamily protein	2:208770094~208770182	2_208770094	3.3454999999999999E-7	D	Zm00001d006456	Protein TPX2
Dynamic distant-eQTLs	WS2	Zm00001d027863	Expressed protein;  protein	8:151279967~151281674	8_151281553	3.3457000000000001E-7	D	Zm00001d011467	Tat pathway signal sequence family protein  
Dynamic distant-eQTLs	WW	Zm00001d032850	 phosphate transporter protein2	1:239383297~239384276	1_239383770	3.3459999999999999E-7	D	Zm00001d032825	/
Dynamic distant-eQTLs	WS2	Zm00001d041575	Diaminopimelate epimerase chloroplastic	5:92107575~92119131	5_92114735	3.3465E-7	D	Zm00001d015474,Zm00001d015473	"Vacuolar import/degradation Vid27-related protein,""Protein transport protein SEC61 gamma subunit  """
Dynamic distant-eQTLs	WW	Zm00001d036951	 glutathione transferase19	6:89082838~89084086	6_89082838	3.347E-7	D	Zm00001d036454	Tetratricopeptide repeat (TPR)-like superfamily protein
Dynamic distant-eQTLs	WS1	Zm00001d007937	 alanine amino transferase8	9:128467976~128469905	9_128467976	3.347E-7	D	Zm00001d047388	 magnesium transporter4
Dynamic distant-eQTLs	WS2	Zm00001d035224	 protein; Tyrosine specific protein phosphatase- like	3:128632803~128635182	3_128632803	3.3476000000000001E-7	D	Zm00001d041590	Boron transporter 1
Dynamic distant-eQTLs	WS2	Zm00001d011091	ABC transporter D family member 1	8:143025685~143027265	8_143027265	3.3485000000000001E-7	D	Zm00001d011210	 lycopene epsilon cyclase1
Dynamic distant-eQTLs	WW	Zm00001d047747	/	2:26330488~26331635	2_26330488	3.3486000000000002E-7	D	Zm00001d002905	Protein kinase superfamily protein
Dynamic distant-eQTLs	WS2	Zm00001d010972	Disease resistance protein RPM1	8:126076490~126077405	8_126076797	3.3489E-7	D	Zm00001d010728	PLASMODESMATA CALLOSE-BINDING PROTEIN 2
Dynamic distant-eQTLs	WS1	Zm00001d045182	Adenylyltransferase and sulfurtransferase MOCS3 1 Molybdopterin-synthase adenylyltransferase Molybdopterin- synthase sulfurtransferase 	4:164434264~164437658	4_164435190	3.3491000000000003E-7	D	Zm00001d051608	Fanconi-associated nuclease 1 homolog
Dynamic distant-eQTLs	WS1	Zm00001d013738	Fcf2 pre-rRNA processing protein	5:17869780~17869987	5_17869780	3.3494000000000001E-7	D	/	/
Dynamic distant-eQTLs	WS1	Zm00001d003246	Galactose oxidase/kelch repeat superfamily protein	2:37740259~37742502	2_37742415	3.3496999999999999E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d005698	AN17  	2:173520615~173522540	2_173522540	3.3513000000000001E-7	D	Zm00001d005424	DNA-directed RNA polymerases I%2C II%2C and III 7.3 kDa polypeptide  
Dynamic distant-eQTLs	WS2	Zm00001d019696	 cyclin10	7:100198501~100215162	7_100211011	3.3528000000000002E-7	D	Zm00001d020208	ABC transporter A family member 7
Dynamic distant-eQTLs	WS1	Zm00001d012025	Selenium-binding protein 3	8:160707108~160707136	8_160707136	3.3538999999999999E-7	D	Zm00001d011748	Floral homeotic protein APETALA 3
Dynamic distant-eQTLs	WS1	Zm00001d043253	Receptor-like serine/threonine-protein kinase SD1- 8	3:194970359~194979422	3_194970359	3.3554E-7	D	Zm00001d043298,Zm00001d043296	"P-loop containing nucleoside triphosphate hydrolases superfamily protein,""zinc knuckle (CCHC-type) family protein"""
Dynamic distant-eQTLs	WW	Zm00001d003088	Protein LOW PSII ACCUMULATION 1 chloroplastic	2:40260257~40271552	2_40265260	3.3556000000000002E-7	D	Zm00001d003328,Zm00001d003329	"/,""RNA binding (RRM/RBD/RNP motifs) family protein"""
Dynamic distant-eQTLs	WW	Zm00001d016219	receptor like protein 7	3:204247788~204247816	3_204247788	3.3561999999999998E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d025031	ABC transporter G family member 24	10:100055726~100056151	10_100055726	3.3574000000000001E-7	D	Zm00001d025023	Probable 2-oxoacid dependent dioxygenase
Dynamic distant-eQTLs	WS2	Zm00001d008842	Protein indeterminate-domain 11	8:21838325~21838995	8_21838995	3.3577E-7	D	Zm00001d008827	Probable choline kinase 2
Dynamic distant-eQTLs	WS2	Zm00001d020176	NAD(P)-binding Rossmann-fold superfamily protein	7:98428925~98432132	7_98431013	3.3580999999999999E-7	D	Zm00001d020185	Probable LRR receptor-like serine/threonine-protein kinase 
Dynamic distant-eQTLs	WS2	Zm00001d045597	Rho GTPase activation protein (RhoGAP) with PH domain	1:61664853~61668490	1_61665337	3.3582E-7	D	Zm00001d029193	SKU5  similar 3
Dynamic distant-eQTLs	WS2	Zm00001d045063	Cytochrome P450 709B2	3:133854877~133872298	3_133863022	3.3584999999999998E-7	D	Zm00001d041697,Zm00001d041698,Zm00001d041699,ENSRNA049441369,Zm00001d041700,Zm00001d041696	"Cofactor-independent phosphoglycerate mutase,""Protein RTF1 homolog"",""/"",""tRNA-Pro for anticodon AGG"",""Bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase chloroplastic"",""/"""
Dynamic distant-eQTLs	WS1	Zm00001d021553	Regulator of nonsense transcripts 1 homolog	2:162545557~162545633	2_162545557	3.3589999999999998E-7	D	Zm00001d005178	/
Dynamic distant-eQTLs	WS1	GRMZM5G872899	/	8:119590631~119595642	8_119590720	3.3598000000000002E-7	D	Zm00001d010534	ubiquitin carrier protein 7
Dynamic distant-eQTLs	WS2	Zm00001d010699	/	8:152929169~152937555	8_152934877	3.3602000000000001E-7	D	Zm00001d011513,Zm00001d011512	"Polynucleotidyl transferase ribonuclease H-like superfamily protein,""AMSH-like ubiquitin thioesterase 2"""
Dynamic distant-eQTLs	WW	Zm00001d006328	Transmembrane 9 superfamily member 9	2:210775779~210779339	2_210777614	3.3607999999999998E-7	D	Zm00001d006547,Zm00001d006548	"Histone H2A  ,""Histone H2A  """
Dynamic distant-eQTLs	WW	Zm00001d011211	Putative leucine-rich repeat protein kinase family protein  	8:144495438~144496614	8_144496614	3.3607999999999998E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d046118	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:B6SLN8]	9:64665799~64666856	9_64666733	3.3607999999999998E-7	D	/	/
Dynamic distant-eQTLs	WW	Zm00001d039867	Factor of DNA methylation 4	3:15909564~15919612	3_15910425	3.3611000000000001E-7	D	Zm00001d039821,Zm00001d039822,Zm00001d039824	"Histone H2B  ,""LRR receptor-like serine/threonine-protein kinase EFR"",""LRR receptor-like serine/threonine-protein kinase EFR"""
